cell_specimen_id,MTG_cluster,MTG_subclass,MTG_Mapping,postPatch,rna_amplification_pass_fail,marker_sum_norm,quality_score,contam_sum,contaminationType,bootstrapping_probability,hemisphere,structure,donor_id,biological_sex,age,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_depth_pc_2,axon_depth_pc_3,axon_depth_pc_4,axon_emd_with_basal_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_y,axon_frac_above_basal_dendrite,axon_frac_below_basal_dendrite,axon_frac_intersect_basal_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_y,basal_dendrite_frac_above_axon,basal_dendrite_frac_below_axon,basal_dendrite_frac_intersect_axon,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_aligned_dist_from_pia,soma_surface_area,axon_over_basal_dendrite_extent_x,axon_over_basal_dendrite_extent_y,axon_extent_x_over_y,basal_dendrite_extent_x_over_y,axon_over_basal_dendrite_ratio_xy,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,failed_ephys_qc,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,upstroke_ramp,downstroke_ramp,width_suprathresh_ramp,trough_v_ramp,threshold_i_ramp,postap_slope_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_area_depol,sag_tau_depol,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,peak_ratio_chirp,peak_freq_chirp,X3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp
1001469892,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.889063383,0.411194834,0.162773319,Endothelial,1,right,MTG,H20.03.302,M,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.73937416,43851.995,1.701634176,548.478784,11.438996,0.020855859,FALSE,3.503493168,-34.45833588,0.001093333,243.0323232,-69.38294826,0.000973333,-49.88750203,60.62500127,-0.611910952,-13.13749949,69.47708893,0.118590303,0.663600156,0.082643149,-63.83359604,52,0.287271827,-94.78749847,252.9376149,225.4927385,0.019861007,0.13558,1,,3.519158984,-35.24375153,37.96250153,0.00102,267.3504144,-75.9699734,0.0009,-49.78125,-47.39374924,-0.500922133,-47.39374924,,0.06121486,15,0.02346,0.067802857,0.06188,0.473341903,0.279250045,2.754681074,-35.59375,33.66250229,0.00082,262.0435881,-95.1266521,0.00076,-46.26874924,-46.11875153,0.550735564,0.041879047,0.169343784,0.86052875,0.025983864,0.064967306,0.394062604,0.222911301,19,1.604056012,1.255813953,0.866982832,0.747347248,0.925208679,1.036867214,0.062509171,-2.387500763,-0.149997711,-12.14999771,-10.52500153,73.20625305,69.25625229,,34.0599455,1.100303531,1.750521655,8.302474137,0.342280179,0.311077952,0.500149044,-0.171444818,0.016816081,0.000432114
1001483877,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.356251563,0.362407477,1.067189685,Microglia,1,right,MTG,H20.03.302,M,28,23.95293399,61.00212928,149.2260213,-163.8061883,-260.6049852,199.9033775,-409.9323386,8.50343297,0,0.534135339,530.4365563,213.505428,0.043786777,0,0.956213223,24,351.7453822,811.1903824,0.800368629,151,0.405330564,0.444790585,9509.464572,92.95126481,-190.32887,4,134.1295898,410.8918193,0,0.235997013,0.764002987,4,359.9942283,580.0080333,0.748636067,0.707960571,20,0.084391337,0.684092606,0,1,0,2108.231281,4678.198031,125.6972467,631.5510547,3.954657262,0.519614697,2.484417194,0.326435289,7.610749442,,-7.568124771,43852.03015,1.563636352,291.29552,13.811656,0.047414584,FALSE,3.093326544,-35.46250153,0.000933333,275.9199784,-89.24372617,0.000813333,-55.11041768,39.375,-0.516424282,-16.19374975,63.62083562,0.131146029,1.046965625,0.217575319,-59.85297521,40,0.366183565,-90.9125061,250.9998679,228.382562,0.016858563,0.0984,3,0.35178,3.102199777,-35.41875076,32.48125458,0.00088,305.0361407,-98.3289803,0.00078,-54.07500458,-51.56250381,-0.85953164,-50.76250458,,0.024220993,19,0.01994,0.053016667,0.05171,0.238188074,0.135767256,2.782056796,-36.36875153,24.93124962,0.00078,289.0743613,-103.9067073,0.0007,-49.28125,-49.11875153,0.534859156,0.072154964,0.116615884,,,0.090761004,0.284983696,0.121859529,24,1.334980662,1.142857143,0.899335058,0.825527644,0.956272358,1.036929273,0.0637848,-2.512500763,-0.162498474,-16.14375305,-12.75,67.90000534,61.30000114,5.232314776,27.60905577,1.040899754,1.400417324,8.152429424,0.346754074,0.333129168,0.600178853,-0.112505592,0.033299793,0.000847448
653810423,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.780360889,0.066546662,1.638295618,Microglia,1,right,MTG,H17.03.016,M,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.70750046,43088.88505,1.290816,174.611664,11.660552,0.066779915,FALSE,2.603141634,-28.53125191,0.00112,176.7111021,-67.88378311,0.00098,-48.90625,114.375,-0.697883169,-14.99999809,55.03125381,0.0596851,,,-64.57289238,90,0.252903226,-85.59375,189.9999976,182.9218237,0.015631323,0.21864,1,,2.581572872,-30.59375191,24.78125191,0.00106,186.5489391,-72.26173667,0.00092,-51.21875,-45,-1.135792551,-45,,0.048111022,11,0.0437,0.08648,0.08791,0.236918603,0.131751227,2.230134861,-30.06250191,21.90625191,0.0009,184.9663066,-82.93951625,0.00078,-45.84375381,-44.09375,-0.712511995,0.112583865,0.091542244,0.503554688,0.210547709,0.127072933,0.251927943,0.102583246,21,1.510124611,1.155555556,0.90976488,0.856841333,0.952182955,1.094151117,0.112583865,-6.21875,-1.750003815,-14.40624809,-14.03124809,55.37500381,51.96875381,,19.48558067,1.005733848,1.80053656,10.30307031,0.198246509,0.197116286,0.600178853,-0.135053948,0.026936349,0.000701818
665703417,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.125882605,0.253276405,1.589568565,Microglia,1,right,,H18.03.003,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.15250015,43152.15385,1.082891008,238.751056,9.839683,0.04121315,FALSE,3.591384961,-31.78125,0.00077,438.1456496,-122.0613323,0.00067,-50.84375381,89.8125,-0.239308736,-15.60937691,86.84375191,0.124175102,0.450695938,0.033104811,-60.66292674,50,0.228571429,-84.50000763,179.3748438,187.2173638,0.016242909,0.10936,1,,3.30610569,-33.46875381,53.62500381,0.0007,449.0404821,-135.8215751,0.0006,-54.53125381,-49.09375381,-0.435543091,-49.09375381,,0.023655144,16,0.02992,0.061941333,0.06136,0.181738491,0.071603727,3.025132114,-33.71875,53.06250381,0.00062,458.1268604,-151.440282,0.00054,-49.6875,-48.71875,0.785267466,0.126532614,0.204065353,0.949805469,0.070143725,0.016404491,0.188976613,0.082110628,39,1.219314938,1.129032258,0.907964011,0.867919115,0.947173365,0.986454654,0.126532614,-5.4375,-0.96875,-15.625,-15,87.09375763,86.78125381,,23.78686965,1.075445533,2.4004897,12.20248931,0.173593864,0.161415771,0.600122425,-0.157480001,0.019003645,0.001113458
685779125,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.133382743,0.49119796,0.374930339,Astrocyte,1,left,MTG,H18.03.008,F,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.30500031,43208.15149,1.39558336,366.393472,11.303825,0.0308516,FALSE,2.87453387,-34.75,0.00098,226.0717482,-78.64648328,0.00085,-53.56250381,15.5625,-1.604934141,-13.67187881,58.32812595,0.154979169,1.308916875,0.111392488,-51.6729875,10,0.329460967,-91.65625,284.1517627,213.9426047,0.018568969,0.15838,2,0.52874,3.221487588,-34.09375381,32.96875381,0.00088,288.7212273,-89.62357279,0.00078,-54.81250381,-47.15625381,-1.563731768,-47.625,,0.03081084,9,0.0455,0.1065,0.11273,0.154729049,0.073527101,3.128115568,-33.15625381,33.84375381,0.00084,298.2850012,-95.35613207,0.00074,-52.12500381,-46.75,-1.246575452,0.115422721,0.381941617,1.212462031,0.180930951,0.02605089,0.152316929,0.151191941,59,1.395017794,1.119047619,0.88493338,0.90107312,0.94816206,0.997229804,0.115422721,-7.65625,-5.375003815,-13.0625,-13.59374619,67.06250763,67.00000763,1.891288724,12.71294177,1,0.400160064,9.503801521,0.435326427,0.435326427,0.600240096,0.09522336,0.09522336,0.004917524
689323128,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.237692118,0.529603246,0.291584644,Oligo.OPC,1,right,MTG,H18.03.009,M,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.60250092,43215.02573,2.251049984,283.163936,8.457088,0.029866402,FALSE,4.104647392,-49.890625,0.00097,332.7490358,-81.06819665,0.00087,-64.53125,50.3125,0.223411053,-12.96875191,79.67187691,0.028061256,,,-72.2111262,59.99999619,0.249642853,-97.18750763,210.3124559,200.2042716,0.016107141,0.14642,3,0.26237,2.908225982,-39.53125381,22.34375191,0.00104,225.2862051,-77.46516483,0.00092,-54.46875,-51.00000381,0.841289288,-50.21875381,,0.031856207,18,0.03458,0.053272941,0.0524,0.29931384,0.183981154,2.568105279,-42.78125381,16.875,0.0009,233.162627,-90.79169335,0.00082,-54.68750381,-54.65625381,0.897251852,0.174440743,0.13774015,1.11331625,0.045411304,0.044768313,0.306297899,0.136314685,44,1.317282322,1.177777778,0.960030839,0.826188614,0.989773469,1.155555556,0.174440743,-3.468746185,-0.03125,-11.46875,-11.875,61.87500572,59.65625381,4.55000455,33.02509908,1.000708461,0.400119236,9.252757322,0.225413308,0.225253731,0.400119236,-0.040324003,-0.040324003,0
689356645,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.860265001,0.166802164,1.583133922,Microglia,1,right,MTG,H18.03.009,M,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.38500214,43215.128,1.657174912,260.468048,11.046685,0.042410903,FALSE,,,,,,,,,,,,0.217795402,1.39515375,0.109957993,-51.04935417,10,0.318303571,-80.75,173.5938638,106.8753393,0.016796191,0.21134,2,0.5068,4.524054209,-36.46875,45.40625381,0.00102,358.8183422,-79.31344887,0.0009,-55.4375,-52.28125381,-0.902090309,-51.90625381,,0.006021898,23,0.01094,0.044434545,0.04452,0.102651673,0.085037675,4.002832346,-37.3125,46.53125381,0.00088,382.1465788,-95.46904437,0.0008,-50.62500381,-49.87500381,-0.004933526,0.159215686,,,,0.020788154,0.089931144,0.07946817,53,0.958627649,1.272727273,0.723668146,0.721266769,0.922948074,0.873069184,0.159215686,-3.156246185,-0.75,-15.81250381,-12.56250381,81.87500381,83.84375381,1.973164957,25.25252525,1.004274845,0.950283184,10.85323426,0.253176302,0.25209862,0.400119236,-0.084151275,-0.049174607,0
839934796,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.835452611,0.313950093,0.411720154,Microglia,1,right,MTG,H19.06.351,F,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.16249847,43545.87617,4.030584576,251.56296,9.672854,0.038451026,FALSE,2.801312087,-30.53125064,0.001013333,184.1625246,-65.75140018,0.000893333,-46.50000127,66.45833333,-1.367617129,-11.3541673,49.41250165,0.088847294,0.399381641,0.081732647,-64.60551661,59.99999619,0.430000033,-89.1000061,206.709519,189.3307919,0.010447422,0.08516,3,0.38008,2.796890915,-34.18750381,21.34375,0.00088,228.4068088,-81.66453958,0.00078,-48.66875458,-44.28125,-0.797566937,-44.55624771,,0.017992963,23,0.02276,0.044375455,0.04849,0.189058727,0.082781457,2.513990497,-33.78125381,17.81875038,0.00082,213.3327658,-84.85822286,0.00074,-41.90000153,-41.75000381,0.145046525,0.162927547,0.104118519,0.430871992,,0.157881779,0.297838675,0.08887137,29,1.371618173,1.195121951,0.839049603,0.851803935,0.913217911,1.07719666,0.149336006,-4.387504578,-0.149997711,-10.09374619,-7.96875,55.53125381,51.6000042,6.113964294,39.18495298,1.035884738,1.900566369,11.80351745,0.250686526,0.242002338,0.950283184,-0.079518527,0.058460444,0.001463111
880290357,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.219495005,0.450380899,0.386136183,Microglia,1,left,TemL,H19.06.356,M,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.93125153,43619.88005,3.025841408,339.647616,14.880856,0.043812632,FALSE,3.462007114,-27.93125105,0.000635,508.5506178,-146.9155279,0.00055,-49.77031326,34.46875,0.224423371,-17.13593912,86.64219046,0.093380623,0.691370625,0.101284499,-57.14520912,29.99999809,0.339999992,-88.45625305,243.7499613,225.4727494,0.015488886,0.16538,4,0.216486667,3.260716459,-29.81250191,45.70000076,0.0007,390.4708304,-119.7500106,0.00062,-50.34375,-44.22499847,0.620779405,-44.70000458,,0.017805746,19,0.02486,0.050995556,0.05279,0.144920622,0.065414291,2.879553474,-29.68124962,44.38124847,0.00062,391.4508965,-135.9415271,0.00054,-43.95000076,-43.89374924,1.227690953,0.165969765,0.005854829,,,0.043310726,0.157657785,0.079333359,25,1.284003091,1.0625,0.930043877,0.898946212,0.954621537,0.991883503,0.152439024,-6.118751526,-0.056251526,-14.41249657,-14.21249962,75.51250267,74.06249809,6.239860227,29.48113208,,,,,,,,,
880294329,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.077433987,0.39414273,0.518416193,Microglia,1,left,TemL,H19.06.356,M,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.42937469,43619.937,1.535080832,238.568064,11.748616,0.04924639,FALSE,4.219295599,-26.13541857,0.000866667,364.5426425,-86.42686749,0.000786667,-37.54166667,109.0833308,-0.146081521,-10.47291374,78.35208575,0.140751436,0.7835625,0.285809165,-59.89142331,100,0.414999985,-81.84999847,190.3309673,161.267355,0.009840334,0.06398,2,0.16322,3.781855377,-26.98124886,52.80000305,0.00078,385.0036054,-101.8028367,0.0007,-37.94375229,-37.86874771,-0.079131761,-37.39375305,-37.90625,0.036975742,18,0.02398,0.053467059,0.05204,0.360290233,0.150095147,3.534020417,-26.50625038,51.08749771,0.0007,389.3183992,-110.1630306,0.00062,-36.86249924,-36.80624771,0.549199863,0.075889107,0.072477527,,,0.051821944,0.273185146,0.17181487,27,2.200442968,1.416666667,0.725773693,0.666894744,0.899622981,0.937080802,0.050254227,-0.075004578,-0.056251526,-10.88749886,-10.29999733,79.78125191,77.59374809,6.126700159,45.87155963,,,,,,,,,
880301817,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.656721895,0.238813097,0.924920351,Microglia,1,left,TemL,H19.06.356,M,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.18249893,43619.9556,2.935412736,271.164032,16.188861,0.059701358,FALSE,3.774502383,-31.13333448,0.00092,351.509806,-93.21244821,0.000773333,-49.01458613,61.20833206,-0.415377511,-17.65416781,79.88333702,0.102654189,0.541700742,0.100005901,-63.98536797,50,0.3,-89.6000061,199.968785,186.9930597,0.014223477,0.0913,1,,3.804288252,-34.78125,44.98749924,0.00082,369.7442309,-97.19143408,0.00074,-48.81875229,-48.43125153,0.318041318,-48.43125153,-48.28749847,0.043907897,14,0.0289,0.071298462,0.07918,0.292366101,0.043674699,3.517679995,-33.84375381,44.61874771,0.00076,373.9260713,-106.2990584,0.00066,-47.43124771,-47.34375381,0.313071592,0.032286996,0.241573766,1.148945313,0.418501306,0.06395327,0.339960791,0.117151789,19,2.533557047,1.289473684,0.748457009,0.788620953,0.884066087,0.929931136,0.021179686,-0.387500763,-0.087493896,-13.65000153,-13.5,79.76874924,78.46250153,,32.25806452,,,,,,,,,
1122718478,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.902949295,0.215345282,1.262966996,Microglia,1,right,TemL,H21.03.315,M,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.55312347,44425.85639,1.75981504,200.741808,12.464144,0.062090424,FALSE,3.650082896,-29.33333524,0.00083,322.7617399,-88.42831794,0.00073,-44.09375127,102.2916667,-0.447571271,-13.28125064,72.03125445,0.106830612,0.612839492,,-65.03781586,100,0.29999999,-87.65625,195.9373802,193.6306709,0.013398123,0.07461,2,0.168805,3.267419613,-29.93750191,38.375,0.000805,305.3995118,-93.46810266,0.000715,-43.5625,-42.5,-0.574614655,-41.50000381,,0.039167999,13,0.026485,0.07817375,0.08793,0.247172511,0.116053766,2.789358877,-30.90625,35.53125381,0.000685,305.7981843,-109.6302762,0.00061,-42.90625,-42.71875381,0.71313781,0.053463384,0.050887253,,,0.05498122,0.209415529,0.122411881,20,3.125425039,1.363636364,0.819921289,0.651204307,0.83983985,1.034100489,0.024509804,-1.0625,-0.187496185,-12.56249809,-11.81250381,68.31250191,66.43750381,5.923995142,24.85089463,,,,,,,,,
1122740229,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.900734564,0.274450951,0.768784348,Microglia,1,right,TemL,H21.03.315,M,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.001250029,44425.8777,3.072161792,557.896512,11.956401,0.021431217,FALSE,3.589120108,-37.57291794,0.00078,375.3953336,-104.5914417,0.000681667,-53.40625254,77.58333333,-0.495028422,-13.90625254,80.95833588,0.078342743,0.403667383,0.188690961,-73.81876755,58,0.334274534,-99.50000763,202.6442885,195.4366494,0.013940694,0.19184,1,,3.008109557,-36.87500381,29.62500191,0.00086,271.1466608,-90.13855899,0.00077,-52.50000381,-49.40625381,-0.785666877,-49.40625381,,0.033284172,19,0.02796,0.049884167,0.0503275,0.314820326,0.065006119,2.897458242,-38.71875381,37.25,0.00063,360.6711016,-124.4784468,0.00056,-51.65625381,-51.50000381,1.599642053,0.06980768,0.17137593,1.0254625,,0.045435851,0.253529515,0.178087641,24,1.587226328,1.216216216,0.912563532,0.799365608,0.942595674,1.096059106,0.051912293,-3.09375,-0.15625,-12.53125,-12.78125,66.50000572,75.96875381,,41.32231405,,,,,,,,,
1122746005,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.659522781,0.15091901,1.180179694,Microglia,1,right,TemL,H21.03.315,M,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.15874863,44425.89464,3.799478272,372.870016,10.390989,0.027867591,FALSE,3.382026297,-36.06250254,0.00069,420.5218663,-124.3403644,0.000603333,-51.54166794,51.9166654,-0.313853065,-14.69791794,82.51042302,0.148138419,0.901005234,0.164709613,-64.82970285,40,0.433802993,-94.78125763,242.3109114,202.3210279,0.015120849,0.16941,1,,3.494503994,-35.12500381,48.71875,0.000705,424.8107751,-121.5653998,0.00062,-51.90625381,-49.34375381,0.420250347,-49.34375381,,0.016033968,22,0.026785,0.04466,0.045505,0.183991022,0.084587191,2.993740242,-36.34375381,44.75,0.00059,430.5760611,-143.8254579,0.00051,-50.31250381,-50.21875381,1.077629771,0.058076063,0.088518247,,,0.113381838,0.277477434,0.182719519,30,2.582350493,1.230769231,0.84033534,0.781839918,0.913461645,0.968099038,0.062911708,-2.5625,-0.09375,-14.21875,-13.875,83.84375381,81.09375381,,33.99626041,,,,,,,,,
672646316,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.011802577,0.169810632,1.472716551,Microglia,1,left,ITG,H18.03.004,M,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.61000061,43173.02583,6.911549952,315.908352,13.578357,0.04298195,FALSE,3.981329728,-37.09375,0.0009,346.3592467,-86.99587082,0.00078,-52.50000381,87,0.605450765,-14.75,75.56250381,0.173810527,1.177701094,0.230325852,-70.59033813,80,0.24659092,-95.96875,208.5937858,169.3831586,0.01490899,0.096,3,0.30786,3.853168077,-36.375,39.09375,0.0008,362.266568,-94.01784734,0.0007,-51.03125381,-50.875,0.37865397,-50.12500381,,0.022892375,19,0.03212,0.052915556,0.05515,0.232775226,0.148968447,3.43286825,-36.78125,38.09375381,0.00072,374.3140862,-109.0382907,0.00064,-51.53125,-51.375,0.566013112,0.053229665,,,,0.13890299,0.302789458,0.138394237,46,1.336369551,1.333333333,0.77078636,0.69948943,0.937128292,0.929450276,0.053229665,-0.156253815,-0.15625,-14.5,-14.59375,75.46875,74.87500381,6.598917777,32.59452412,1.007863164,1.900760304,11.60464186,0.190299273,0.188814595,0.600240096,-0.127194956,0.027598031,0.001710112
672665039,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,0.749966449,0.115856831,1.55922408,Microglia,1,left,ITG,H18.03.004,M,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.03000069,43173.12645,1.18823616,203.19048,10.081421,0.049615617,FALSE,4.136055874,-34,0.00092,319.7195377,-77.30058478,0.00084,-44.56250381,131.875,0.128203127,-9.5625,77,0.20784542,0.895744375,0.192580664,-61.52323363,119.9999924,0.277857133,-80.96875,165.7812446,131.4636956,0.013725458,0.04728,2,0.0624,3.357437733,-35.34375,43.12500381,0.00072,360.6907171,-107.4303519,0.00064,-45.90625381,-45.78125,0.416703669,-44.15625381,-43.9375,0.103411939,13,0.01994,0.072583333,0.05315,0.797542386,0.337698954,3.003135468,-37.03125381,42.75,0.00064,372.8302587,-124.1469999,0.00058,-46.03125,-45.9375,1.148091097,0.046025105,,,,0.048135033,0.383034521,0.20923408,46,1.394950406,1.46875,0.695424799,0.61092708,0.905485242,0.875,0.046025105,-0.125003815,-0.09375,-10.4375,-8.906246185,78.46875381,79.78125381,16.02564103,45.2079566,1.082355142,2.500510104,14.4029382,0.138865843,0.128299698,0.700142829,-0.137514532,0.0403415,0.00243727
699822091,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.075262023,0.214428396,1.750732624,Microglia,1,right,PRG,H18.03.011,F,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.409999847,43239.05412,1.776539136,437.72336,10.273971,0.023471379,FALSE,4.108657564,-44.03125,0.00088,400.3483059,-97.44017349,0.00082,-57.03125,18.25,-0.035851439,-10.09375381,90.25000381,0.114985101,0.818225469,0.133335643,-62.170506,59.99999619,0.214285709,-97.15625763,244.8438257,230.9820111,0.015521117,0.01426,32,0.031503871,3.614285547,-42.90625,46.1875,0.00076,415.3825993,-114.9279972,0.0007,-53.40625381,-53.28125,1.173180977,-53.78125381,,0.010874748,42,0.00836,0.024120976,0.02476,0.200584436,0.131631968,3.644653804,-41.59375381,45.625,0.00074,423.7982485,-116.2794249,0.00066,-52.65625381,-52.50000381,1.023305551,0.192139738,,,,0.010061779,0.192745438,0.125929683,58,1.13576779,1.289473684,0.823078546,0.715395633,0.938820102,0.947902571,0.184184676,-0.125003815,-0.15625,-10.375,-10.90625,89.09375,87.21875381,46.94835681,74.51564829,1.013804436,1.150342802,6.451922673,0.450933129,0.444792986,0.45013414,-0.147721455,0.02008787,0.00071279
700782141,Inh L1 LAMP5 NMBR,Lamp5,Inh L1 SST NMBR (ADARB2+),nucleus_present,Pass,1.309577925,0.468701279,0.386238742,Microglia,1,right,PRG,H18.03.012,M,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.03750038,43242.84641,2.369157376,288.535104,7.6025865,0.026348914,FALSE,2.875677813,-40.65625381,0.00124,153.9605605,-53.53887692,0.0011,-55.1875,40.875,-0.89943727,-11.625,47.56250429,0.120409831,0.791234922,0.107964327,-66.02125896,59.99999619,0.219827584,-93.40625,233.5938513,216.4241348,0.018575504,0.03808,11,0.085954,2.942850445,-41.09375,19.40625191,0.00092,242.744225,-82.48608945,0.0008,-53.09375381,-52.90625381,-0.216506494,-52.62500381,,0.015196932,26,0.01786,0.0387832,0.04154,0.203535184,0.100833664,2.688259253,-41.28125381,15.21875095,0.00088,221.3791314,-82.35036526,0.0008,-52.21875381,-51.96875381,0.928401139,0.090156794,0.151349992,0.590612969,,0.020137995,0.227587655,0.107904355,65,1.607019064,1.173913043,0.844407189,0.81223155,0.932319484,1.053140091,0.109283388,-0.1875,-0.25,-11.81250381,-10.6875,60.50000191,56.50000477,21.69197397,45.16711834,1.048540115,1.450432229,6.251863055,0.352638006,0.336313307,0.550163949,-0.141035244,0.028550571,0.000790869
